Game,Improvement (%)
sports_prison,12.97071129707113
sports_delight,6.598984771573605
sports_staghunt,10.92436974789916
sports_snowdrift,14.345991561181433
roomsharing_prison,20.670391061452513
roomsharing_delight,65.51724137931035
roomsharing_staghunt,26.041666666666668
roomsharing_snowdrift,17.59259259259259
ventcap_prison,8.411214953271028
ventcap_delight,9.803921568627452
ventcap_staghunt,2.4193548387096775
ventcap_snowdrift,19.51219512195122
